state,district,category,type,date,crimes,year
Sarawak,Lawas,property,theft_vehicle_motorcar,2022-01-01,0,2022
Sarawak,Lawas,property,theft_vehicle_motorcar,2023-01-01,1,2023
Sarawak,Lawas,property,theft_vehicle_motorcycle,2016-01-01,14,2016
Sarawak,Lawas,property,theft_vehicle_motorcycle,2017-01-01,7,2017
Sarawak,Lawas,property,theft_vehicle_motorcycle,2018-01-01,5,2018
Sarawak,Lawas,property,theft_vehicle_motorcycle,2019-01-01,6,2019
Sarawak,Lawas,property,theft_vehicle_motorcycle,2020-01-01,0,2020
Sarawak,Lawas,property,theft_vehicle_motorcycle,2021-01-01,2,2021
Sarawak,Lawas,property,theft_vehicle_motorcycle,2022-01-01,6,2022
Sarawak,Lawas,property,theft_vehicle_motorcycle,2023-01-01,5,2023
Sarawak,Limbang,assault,all,2016-01-01,18,2016
Sarawak,Limbang,assault,all,2017-01-01,15,2017
Sarawak,Limbang,assault,all,2018-01-01,48,2018
Sarawak,Limbang,assault,all,2019-01-01,9,2019
Sarawak,Limbang,assault,all,2020-01-01,7,2020
Sarawak,Limbang,assault,all,2021-01-01,5,2021
Sarawak,Limbang,assault,all,2022-01-01,3,2022
Sarawak,Limbang,assault,all,2023-01-01,7,2023
Sarawak,Limbang,assault,causing_injury,2016-01-01,11,2016
Sarawak,Limbang,assault,causing_injury,2017-01-01,8,2017
Sarawak,Limbang,assault,causing_injury,2018-01-01,43,2018
Sarawak,Limbang,assault,causing_injury,2019-01-01,3,2019
Sarawak,Limbang,assault,causing_injury,2020-01-01,4,2020
Sarawak,Limbang,assault,causing_injury,2021-01-01,3,2021
Sarawak,Limbang,assault,causing_injury,2022-01-01,0,2022
Sarawak,Limbang,assault,causing_injury,2023-01-01,1,2023
Sarawak,Limbang,assault,murder,2016-01-01,0,2016
Sarawak,Limbang,assault,murder,2017-01-01,1,2017
Sarawak,Limbang,assault,murder,2018-01-01,1,2018
Sarawak,Limbang,assault,murder,2019-01-01,2,2019
Sarawak,Limbang,assault,murder,2020-01-01,0,2020
Sarawak,Limbang,assault,murder,2021-01-01,0,2021
Sarawak,Limbang,assault,murder,2022-01-01,0,2022
Sarawak,Limbang,assault,murder,2023-01-01,0,2023
Sarawak,Limbang,assault,rape,2016-01-01,5,2016
Sarawak,Limbang,assault,rape,2017-01-01,5,2017
Sarawak,Limbang,assault,rape,2018-01-01,3,2018
Sarawak,Limbang,assault,rape,2019-01-01,2,2019
Sarawak,Limbang,assault,rape,2020-01-01,2,2020
Sarawak,Limbang,assault,rape,2021-01-01,2,2021
Sarawak,Limbang,assault,rape,2022-01-01,3,2022
Sarawak,Limbang,assault,rape,2023-01-01,2,2023
Sarawak,Limbang,assault,robbery_gang_armed,2016-01-01,1,2016
Sarawak,Limbang,assault,robbery_gang_armed,2017-01-01,1,2017
Sarawak,Limbang,assault,robbery_gang_armed,2018-01-01,0,2018
Sarawak,Limbang,assault,robbery_gang_armed,2019-01-01,0,2019
Sarawak,Limbang,assault,robbery_gang_armed,2020-01-01,0,2020
Sarawak,Limbang,assault,robbery_gang_armed,2021-01-01,0,2021
Sarawak,Limbang,assault,robbery_gang_armed,2022-01-01,0,2022
Sarawak,Limbang,assault,robbery_gang_armed,2023-01-01,0,2023
Sarawak,Limbang,assault,robbery_gang_unarmed,2016-01-01,1,2016
Sarawak,Limbang,assault,robbery_gang_unarmed,2017-01-01,0,2017
Sarawak,Limbang,assault,robbery_gang_unarmed,2018-01-01,0,2018
Sarawak,Limbang,assault,robbery_gang_unarmed,2019-01-01,0,2019
Sarawak,Limbang,assault,robbery_gang_unarmed,2020-01-01,0,2020
Sarawak,Limbang,assault,robbery_gang_unarmed,2021-01-01,0,2021
Sarawak,Limbang,assault,robbery_gang_unarmed,2022-01-01,0,2022
Sarawak,Limbang,assault,robbery_gang_unarmed,2023-01-01,1,2023
Sarawak,Limbang,assault,robbery_solo_armed,2016-01-01,0,2016
Sarawak,Limbang,assault,robbery_solo_armed,2017-01-01,0,2017
Sarawak,Limbang,assault,robbery_solo_armed,2018-01-01,0,2018
Sarawak,Limbang,assault,robbery_solo_armed,2019-01-01,0,2019
Sarawak,Limbang,assault,robbery_solo_armed,2020-01-01,0,2020
Sarawak,Limbang,assault,robbery_solo_armed,2021-01-01,0,2021
Sarawak,Limbang,assault,robbery_solo_armed,2022-01-01,0,2022
Sarawak,Limbang,assault,robbery_solo_armed,2023-01-01,0,2023
Sarawak,Limbang,assault,robbery_solo_unarmed,2016-01-01,0,2016
Sarawak,Limbang,assault,robbery_solo_unarmed,2017-01-01,0,2017
Sarawak,Limbang,assault,robbery_solo_unarmed,2018-01-01,1,2018
Sarawak,Limbang,assault,robbery_solo_unarmed,2019-01-01,2,2019
Sarawak,Limbang,assault,robbery_solo_unarmed,2020-01-01,1,2020
Sarawak,Limbang,assault,robbery_solo_unarmed,2021-01-01,0,2021
Sarawak,Limbang,assault,robbery_solo_unarmed,2022-01-01,0,2022
Sarawak,Limbang,assault,robbery_solo_unarmed,2023-01-01,3,2023
Sarawak,Limbang,property,all,2016-01-01,54,2016
Sarawak,Limbang,property,all,2017-01-01,58,2017
Sarawak,Limbang,property,all,2018-01-01,46,2018
Sarawak,Limbang,property,all,2019-01-01,30,2019
Sarawak,Limbang,property,all,2020-01-01,27,2020
Sarawak,Limbang,property,all,2021-01-01,25,2021
Sarawak,Limbang,property,all,2022-01-01,23,2022
Sarawak,Limbang,property,all,2023-01-01,15,2023
Sarawak,Limbang,property,break_in,2016-01-01,20,2016
Sarawak,Limbang,property,break_in,2017-01-01,30,2017
Sarawak,Limbang,property,break_in,2018-01-01,22,2018
Sarawak,Limbang,property,break_in,2019-01-01,10,2019
Sarawak,Limbang,property,break_in,2020-01-01,14,2020
Sarawak,Limbang,property,break_in,2021-01-01,6,2021
Sarawak,Limbang,property,break_in,2022-01-01,6,2022
Sarawak,Limbang,property,break_in,2023-01-01,4,2023
Sarawak,Limbang,property,theft_other,2016-01-01,18,2016
Sarawak,Limbang,property,theft_other,2017-01-01,17,2017
Sarawak,Limbang,property,theft_other,2018-01-01,22,2018
Sarawak,Limbang,property,theft_other,2019-01-01,14,2019
Sarawak,Limbang,property,theft_other,2020-01-01,11,2020
Sarawak,Limbang,property,theft_other,2021-01-01,16,2021
Sarawak,Limbang,property,theft_other,2022-01-01,14,2022
Sarawak,Limbang,property,theft_other,2023-01-01,9,2023
Sarawak,Limbang,property,theft_vehicle_lorry,2016-01-01,0,2016
Sarawak,Limbang,property,theft_vehicle_lorry,2017-01-01,0,2017
Sarawak,Limbang,property,theft_vehicle_lorry,2018-01-01,0,2018
Sarawak,Limbang,property,theft_vehicle_lorry,2019-01-01,0,2019
Sarawak,Limbang,property,theft_vehicle_lorry,2020-01-01,0,2020
Sarawak,Limbang,property,theft_vehicle_lorry,2021-01-01,0,2021
Sarawak,Limbang,property,theft_vehicle_lorry,2022-01-01,0,2022
Sarawak,Limbang,property,theft_vehicle_lorry,2023-01-01,0,2023
Sarawak,Limbang,property,theft_vehicle_motorcar,2016-01-01,0,2016
Sarawak,Limbang,property,theft_vehicle_motorcar,2017-01-01,1,2017
Sarawak,Limbang,property,theft_vehicle_motorcar,2018-01-01,0,2018
Sarawak,Limbang,property,theft_vehicle_motorcar,2019-01-01,0,2019
Sarawak,Limbang,property,theft_vehicle_motorcar,2020-01-01,0,2020
Sarawak,Limbang,property,theft_vehicle_motorcar,2021-01-01,1,2021
Sarawak,Limbang,property,theft_vehicle_motorcar,2022-01-01,0,2022
Sarawak,Limbang,property,theft_vehicle_motorcar,2023-01-01,0,2023
Sarawak,Limbang,property,theft_vehicle_motorcycle,2016-01-01,16,2016
Sarawak,Limbang,property,theft_vehicle_motorcycle,2017-01-01,10,2017
Sarawak,Limbang,property,theft_vehicle_motorcycle,2018-01-01,2,2018
Sarawak,Limbang,property,theft_vehicle_motorcycle,2019-01-01,6,2019
Sarawak,Limbang,property,theft_vehicle_motorcycle,2020-01-01,2,2020
Sarawak,Limbang,property,theft_vehicle_motorcycle,2021-01-01,2,2021
Sarawak,Limbang,property,theft_vehicle_motorcycle,2022-01-01,3,2022
Sarawak,Limbang,property,theft_vehicle_motorcycle,2023-01-01,2,2023
Sarawak,Lubok Antu,assault,all,2016-01-01,6,2016
Sarawak,Lubok Antu,assault,all,2017-01-01,2,2017
Sarawak,Lubok Antu,assault,all,2018-01-01,5,2018
Sarawak,Lubok Antu,assault,all,2019-01-01,5,2019
Sarawak,Lubok Antu,assault,all,2020-01-01,10,2020
Sarawak,Lubok Antu,assault,all,2021-01-01,7,2021
Sarawak,Lubok Antu,assault,all,2022-01-01,7,2022
Sarawak,Lubok Antu,assault,all,2023-01-01,3,2023
Sarawak,Lubok Antu,assault,causing_injury,2016-01-01,5,2016
Sarawak,Lubok Antu,assault,causing_injury,2017-01-01,1,2017
Sarawak,Lubok Antu,assault,causing_injury,2018-01-01,2,2018
Sarawak,Lubok Antu,assault,causing_injury,2019-01-01,3,2019
Sarawak,Lubok Antu,assault,causing_injury,2020-01-01,6,2020
Sarawak,Lubok Antu,assault,causing_injury,2021-01-01,4,2021
Sarawak,Lubok Antu,assault,causing_injury,2022-01-01,6,2022
Sarawak,Lubok Antu,assault,causing_injury,2023-01-01,1,2023
Sarawak,Lubok Antu,assault,murder,2016-01-01,0,2016
Sarawak,Lubok Antu,assault,murder,2017-01-01,0,2017
Sarawak,Lubok Antu,assault,murder,2018-01-01,0,2018
Sarawak,Lubok Antu,assault,murder,2019-01-01,0,2019
Sarawak,Lubok Antu,assault,murder,2020-01-01,0,2020
Sarawak,Lubok Antu,assault,murder,2021-01-01,1,2021
Sarawak,Lubok Antu,assault,murder,2022-01-01,0,2022
Sarawak,Lubok Antu,assault,murder,2023-01-01,0,2023
Sarawak,Lubok Antu,assault,rape,2016-01-01,0,2016
Sarawak,Lubok Antu,assault,rape,2017-01-01,1,2017
Sarawak,Lubok Antu,assault,rape,2018-01-01,3,2018
Sarawak,Lubok Antu,assault,rape,2019-01-01,2,2019
Sarawak,Lubok Antu,assault,rape,2020-01-01,3,2020
Sarawak,Lubok Antu,assault,rape,2021-01-01,2,2021
Sarawak,Lubok Antu,assault,rape,2022-01-01,1,2022
Sarawak,Lubok Antu,assault,rape,2023-01-01,2,2023
Sarawak,Lubok Antu,assault,robbery_gang_armed,2016-01-01,0,2016
Sarawak,Lubok Antu,assault,robbery_gang_armed,2017-01-01,0,2017
Sarawak,Lubok Antu,assault,robbery_gang_armed,2018-01-01,0,2018
Sarawak,Lubok Antu,assault,robbery_gang_armed,2019-01-01,0,2019
Sarawak,Lubok Antu,assault,robbery_gang_armed,2020-01-01,0,2020
Sarawak,Lubok Antu,assault,robbery_gang_armed,2021-01-01,0,2021
Sarawak,Lubok Antu,assault,robbery_gang_armed,2022-01-01,0,2022
Sarawak,Lubok Antu,assault,robbery_gang_armed,2023-01-01,0,2023
Sarawak,Lubok Antu,assault,robbery_gang_unarmed,2016-01-01,1,2016
Sarawak,Lubok Antu,assault,robbery_gang_unarmed,2017-01-01,0,2017
Sarawak,Lubok Antu,assault,robbery_gang_unarmed,2018-01-01,0,2018
Sarawak,Lubok Antu,assault,robbery_gang_unarmed,2019-01-01,0,2019
Sarawak,Lubok Antu,assault,robbery_gang_unarmed,2020-01-01,0,2020
Sarawak,Lubok Antu,assault,robbery_gang_unarmed,2021-01-01,0,2021
Sarawak,Lubok Antu,assault,robbery_gang_unarmed,2022-01-01,0,2022
Sarawak,Lubok Antu,assault,robbery_gang_unarmed,2023-01-01,0,2023
Sarawak,Lubok Antu,assault,robbery_solo_armed,2016-01-01,0,2016
Sarawak,Lubok Antu,assault,robbery_solo_armed,2017-01-01,0,2017
Sarawak,Lubok Antu,assault,robbery_solo_armed,2018-01-01,0,2018
Sarawak,Lubok Antu,assault,robbery_solo_armed,2019-01-01,0,2019
Sarawak,Lubok Antu,assault,robbery_solo_armed,2020-01-01,0,2020
Sarawak,Lubok Antu,assault,robbery_solo_armed,2021-01-01,0,2021
Sarawak,Lubok Antu,assault,robbery_solo_armed,2022-01-01,0,2022
Sarawak,Lubok Antu,assault,robbery_solo_armed,2023-01-01,0,2023
Sarawak,Lubok Antu,assault,robbery_solo_unarmed,2016-01-01,0,2016
Sarawak,Lubok Antu,assault,robbery_solo_unarmed,2017-01-01,0,2017
Sarawak,Lubok Antu,assault,robbery_solo_unarmed,2018-01-01,0,2018
Sarawak,Lubok Antu,assault,robbery_solo_unarmed,2019-01-01,0,2019
Sarawak,Lubok Antu,assault,robbery_solo_unarmed,2020-01-01,1,2020
Sarawak,Lubok Antu,assault,robbery_solo_unarmed,2021-01-01,0,2021
Sarawak,Lubok Antu,assault,robbery_solo_unarmed,2022-01-01,0,2022
Sarawak,Lubok Antu,assault,robbery_solo_unarmed,2023-01-01,0,2023
Sarawak,Lubok Antu,property,all,2016-01-01,9,2016
Sarawak,Lubok Antu,property,all,2017-01-01,30,2017
Sarawak,Lubok Antu,property,all,2018-01-01,29,2018
Sarawak,Lubok Antu,property,all,2019-01-01,13,2019
Sarawak,Lubok Antu,property,all,2020-01-01,17,2020
Sarawak,Lubok Antu,property,all,2021-01-01,9,2021
Sarawak,Lubok Antu,property,all,2022-01-01,12,2022
Sarawak,Lubok Antu,property,all,2023-01-01,23,2023
Sarawak,Lubok Antu,property,break_in,2016-01-01,2,2016
Sarawak,Lubok Antu,property,break_in,2017-01-01,11,2017
Sarawak,Lubok Antu,property,break_in,2018-01-01,11,2018
Sarawak,Lubok Antu,property,break_in,2019-01-01,5,2019
Sarawak,Lubok Antu,property,break_in,2020-01-01,5,2020
Sarawak,Lubok Antu,property,break_in,2021-01-01,4,2021
Sarawak,Lubok Antu,property,break_in,2022-01-01,4,2022
Sarawak,Lubok Antu,property,break_in,2023-01-01,7,2023
Sarawak,Lubok Antu,property,theft_other,2016-01-01,5,2016
Sarawak,Lubok Antu,property,theft_other,2017-01-01,12,2017
Sarawak,Lubok Antu,property,theft_other,2018-01-01,14,2018
Sarawak,Lubok Antu,property,theft_other,2019-01-01,4,2019
Sarawak,Lubok Antu,property,theft_other,2020-01-01,10,2020
Sarawak,Lubok Antu,property,theft_other,2021-01-01,5,2021
Sarawak,Lubok Antu,property,theft_other,2022-01-01,5,2022
Sarawak,Lubok Antu,property,theft_other,2023-01-01,13,2023
Sarawak,Lubok Antu,property,theft_vehicle_lorry,2016-01-01,0,2016
Sarawak,Lubok Antu,property,theft_vehicle_lorry,2017-01-01,0,2017
Sarawak,Lubok Antu,property,theft_vehicle_lorry,2018-01-01,0,2018
Sarawak,Lubok Antu,property,theft_vehicle_lorry,2019-01-01,0,2019
Sarawak,Lubok Antu,property,theft_vehicle_lorry,2020-01-01,1,2020
Sarawak,Lubok Antu,property,theft_vehicle_lorry,2021-01-01,0,2021
Sarawak,Lubok Antu,property,theft_vehicle_lorry,2022-01-01,1,2022
Sarawak,Lubok Antu,property,theft_vehicle_lorry,2023-01-01,0,2023
Sarawak,Lubok Antu,property,theft_vehicle_motorcar,2016-01-01,0,2016
Sarawak,Lubok Antu,property,theft_vehicle_motorcar,2017-01-01,0,2017
Sarawak,Lubok Antu,property,theft_vehicle_motorcar,2018-01-01,0,2018
Sarawak,Lubok Antu,property,theft_vehicle_motorcar,2019-01-01,0,2019
Sarawak,Lubok Antu,property,theft_vehicle_motorcar,2020-01-01,0,2020
Sarawak,Lubok Antu,property,theft_vehicle_motorcar,2021-01-01,0,2021
Sarawak,Lubok Antu,property,theft_vehicle_motorcar,2022-01-01,2,2022
Sarawak,Lubok Antu,property,theft_vehicle_motorcar,2023-01-01,2,2023
Sarawak,Lubok Antu,property,theft_vehicle_motorcycle,2016-01-01,2,2016
Sarawak,Lubok Antu,property,theft_vehicle_motorcycle,2017-01-01,7,2017
Sarawak,Lubok Antu,property,theft_vehicle_motorcycle,2018-01-01,4,2018
Sarawak,Lubok Antu,property,theft_vehicle_motorcycle,2019-01-01,4,2019
Sarawak,Lubok Antu,property,theft_vehicle_motorcycle,2020-01-01,1,2020
Sarawak,Lubok Antu,property,theft_vehicle_motorcycle,2021-01-01,0,2021
Sarawak,Lubok Antu,property,theft_vehicle_motorcycle,2022-01-01,0,2022
Sarawak,Lubok Antu,property,theft_vehicle_motorcycle,2023-01-01,1,2023
Sarawak,Lundu,assault,all,2016-01-01,15,2016
Sarawak,Lundu,assault,all,2017-01-01,7,2017
Sarawak,Lundu,assault,all,2018-01-01,9,2018
Sarawak,Lundu,assault,all,2019-01-01,9,2019
Sarawak,Lundu,assault,all,2020-01-01,9,2020
Sarawak,Lundu,assault,all,2021-01-01,12,2021
Sarawak,Lundu,assault,all,2022-01-01,5,2022
Sarawak,Lundu,assault,all,2023-01-01,8,2023
Sarawak,Lundu,assault,causing_injury,2016-01-01,6,2016
Sarawak,Lundu,assault,causing_injury,2017-01-01,5,2017
Sarawak,Lundu,assault,causing_injury,2018-01-01,7,2018
Sarawak,Lundu,assault,causing_injury,2019-01-01,1,2019
Sarawak,Lundu,assault,causing_injury,2020-01-01,5,2020
Sarawak,Lundu,assault,causing_injury,2021-01-01,10,2021
Sarawak,Lundu,assault,causing_injury,2022-01-01,3,2022
Sarawak,Lundu,assault,causing_injury,2023-01-01,4,2023
Sarawak,Lundu,assault,murder,2016-01-01,0,2016
Sarawak,Lundu,assault,murder,2017-01-01,0,2017
Sarawak,Lundu,assault,murder,2018-01-01,0,2018
Sarawak,Lundu,assault,murder,2019-01-01,1,2019
Sarawak,Lundu,assault,murder,2020-01-01,0,2020
Sarawak,Lundu,assault,murder,2021-01-01,1,2021
Sarawak,Lundu,assault,murder,2022-01-01,0,2022
Sarawak,Lundu,assault,murder,2023-01-01,1,2023
Sarawak,Lundu,assault,rape,2016-01-01,1,2016
Sarawak,Lundu,assault,rape,2017-01-01,0,2017
Sarawak,Lundu,assault,rape,2018-01-01,2,2018
Sarawak,Lundu,assault,rape,2019-01-01,6,2019
Sarawak,Lundu,assault,rape,2020-01-01,2,2020
Sarawak,Lundu,assault,rape,2021-01-01,1,2021
Sarawak,Lundu,assault,rape,2022-01-01,1,2022
Sarawak,Lundu,assault,rape,2023-01-01,1,2023
Sarawak,Lundu,assault,robbery_gang_armed,2016-01-01,0,2016
Sarawak,Lundu,assault,robbery_gang_armed,2017-01-01,0,2017
Sarawak,Lundu,assault,robbery_gang_armed,2018-01-01,0,2018
Sarawak,Lundu,assault,robbery_gang_armed,2019-01-01,0,2019
Sarawak,Lundu,assault,robbery_gang_armed,2020-01-01,0,2020
Sarawak,Lundu,assault,robbery_gang_armed,2021-01-01,0,2021
Sarawak,Lundu,assault,robbery_gang_armed,2022-01-01,0,2022
Sarawak,Lundu,assault,robbery_gang_armed,2023-01-01,0,2023
Sarawak,Lundu,assault,robbery_gang_unarmed,2016-01-01,6,2016
Sarawak,Lundu,assault,robbery_gang_unarmed,2017-01-01,2,2017
Sarawak,Lundu,assault,robbery_gang_unarmed,2018-01-01,0,2018
Sarawak,Lundu,assault,robbery_gang_unarmed,2019-01-01,1,2019
Sarawak,Lundu,assault,robbery_gang_unarmed,2020-01-01,1,2020
Sarawak,Lundu,assault,robbery_gang_unarmed,2021-01-01,0,2021
Sarawak,Lundu,assault,robbery_gang_unarmed,2022-01-01,1,2022
Sarawak,Lundu,assault,robbery_gang_unarmed,2023-01-01,1,2023
Sarawak,Lundu,assault,robbery_solo_armed,2016-01-01,0,2016
Sarawak,Lundu,assault,robbery_solo_armed,2017-01-01,0,2017
Sarawak,Lundu,assault,robbery_solo_armed,2018-01-01,0,2018
Sarawak,Lundu,assault,robbery_solo_armed,2019-01-01,0,2019
Sarawak,Lundu,assault,robbery_solo_armed,2020-01-01,0,2020
Sarawak,Lundu,assault,robbery_solo_armed,2021-01-01,0,2021
Sarawak,Lundu,assault,robbery_solo_armed,2022-01-01,0,2022
Sarawak,Lundu,assault,robbery_solo_armed,2023-01-01,0,2023
Sarawak,Lundu,assault,robbery_solo_unarmed,2016-01-01,2,2016
Sarawak,Lundu,assault,robbery_solo_unarmed,2017-01-01,0,2017
Sarawak,Lundu,assault,robbery_solo_unarmed,2018-01-01,0,2018
Sarawak,Lundu,assault,robbery_solo_unarmed,2019-01-01,0,2019
Sarawak,Lundu,assault,robbery_solo_unarmed,2020-01-01,1,2020
Sarawak,Lundu,assault,robbery_solo_unarmed,2021-01-01,0,2021
Sarawak,Lundu,assault,robbery_solo_unarmed,2022-01-01,0,2022
Sarawak,Lundu,assault,robbery_solo_unarmed,2023-01-01,1,2023
Sarawak,Lundu,property,all,2016-01-01,78,2016
Sarawak,Lundu,property,all,2017-01-01,57,2017
Sarawak,Lundu,property,all,2018-01-01,39,2018
Sarawak,Lundu,property,all,2019-01-01,29,2019
Sarawak,Lundu,property,all,2020-01-01,40,2020
Sarawak,Lundu,property,all,2021-01-01,52,2021
Sarawak,Lundu,property,all,2022-01-01,47,2022
Sarawak,Lundu,property,all,2023-01-01,55,2023
Sarawak,Lundu,property,break_in,2016-01-01,24,2016
Sarawak,Lundu,property,break_in,2017-01-01,16,2017
Sarawak,Lundu,property,break_in,2018-01-01,15,2018
Sarawak,Lundu,property,break_in,2019-01-01,13,2019
Sarawak,Lundu,property,break_in,2020-01-01,14,2020
Sarawak,Lundu,property,break_in,2021-01-01,14,2021
Sarawak,Lundu,property,break_in,2022-01-01,9,2022
Sarawak,Lundu,property,break_in,2023-01-01,13,2023
Sarawak,Lundu,property,theft_other,2016-01-01,26,2016
Sarawak,Lundu,property,theft_other,2017-01-01,23,2017
Sarawak,Lundu,property,theft_other,2018-01-01,17,2018
Sarawak,Lundu,property,theft_other,2019-01-01,8,2019
Sarawak,Lundu,property,theft_other,2020-01-01,21,2020
Sarawak,Lundu,property,theft_other,2021-01-01,35,2021
Sarawak,Lundu,property,theft_other,2022-01-01,32,2022
Sarawak,Lundu,property,theft_other,2023-01-01,30,2023
Sarawak,Lundu,property,theft_vehicle_lorry,2016-01-01,2,2016
Sarawak,Lundu,property,theft_vehicle_lorry,2017-01-01,0,2017
Sarawak,Lundu,property,theft_vehicle_lorry,2018-01-01,0,2018
Sarawak,Lundu,property,theft_vehicle_lorry,2019-01-01,1,2019
Sarawak,Lundu,property,theft_vehicle_lorry,2020-01-01,1,2020
Sarawak,Lundu,property,theft_vehicle_lorry,2021-01-01,1,2021
Sarawak,Lundu,property,theft_vehicle_lorry,2022-01-01,0,2022
Sarawak,Lundu,property,theft_vehicle_lorry,2023-01-01,0,2023
Sarawak,Lundu,property,theft_vehicle_motorcar,2016-01-01,1,2016
Sarawak,Lundu,property,theft_vehicle_motorcar,2017-01-01,2,2017
Sarawak,Lundu,property,theft_vehicle_motorcar,2018-01-01,0,2018
Sarawak,Lundu,property,theft_vehicle_motorcar,2019-01-01,1,2019
Sarawak,Lundu,property,theft_vehicle_motorcar,2020-01-01,0,2020
Sarawak,Lundu,property,theft_vehicle_motorcar,2021-01-01,0,2021
Sarawak,Lundu,property,theft_vehicle_motorcar,2022-01-01,2,2022
Sarawak,Lundu,property,theft_vehicle_motorcar,2023-01-01,3,2023
Sarawak,Lundu,property,theft_vehicle_motorcycle,2016-01-01,25,2016
Sarawak,Lundu,property,theft_vehicle_motorcycle,2017-01-01,16,2017
Sarawak,Lundu,property,theft_vehicle_motorcycle,2018-01-01,7,2018
Sarawak,Lundu,property,theft_vehicle_motorcycle,2019-01-01,6,2019
Sarawak,Lundu,property,theft_vehicle_motorcycle,2020-01-01,4,2020
Sarawak,Lundu,property,theft_vehicle_motorcycle,2021-01-01,2,2021
Sarawak,Lundu,property,theft_vehicle_motorcycle,2022-01-01,4,2022
Sarawak,Lundu,property,theft_vehicle_motorcycle,2023-01-01,9,2023
Sarawak,Marudi,assault,all,2016-01-01,26,2016
Sarawak,Marudi,assault,all,2017-01-01,21,2017
Sarawak,Marudi,assault,all,2018-01-01,89,2018
Sarawak,Marudi,assault,all,2019-01-01,19,2019
Sarawak,Marudi,assault,all,2020-01-01,10,2020
Sarawak,Marudi,assault,all,2021-01-01,13,2021
Sarawak,Marudi,assault,all,2022-01-01,14,2022
Sarawak,Marudi,assault,all,2023-01-01,18,2023
Sarawak,Marudi,assault,causing_injury,2016-01-01,20,2016
Sarawak,Marudi,assault,causing_injury,2017-01-01,16,2017
Sarawak,Marudi,assault,causing_injury,2018-01-01,85,2018
Sarawak,Marudi,assault,causing_injury,2019-01-01,10,2019
Sarawak,Marudi,assault,causing_injury,2020-01-01,6,2020
Sarawak,Marudi,assault,causing_injury,2021-01-01,6,2021
Sarawak,Marudi,assault,causing_injury,2022-01-01,9,2022
Sarawak,Marudi,assault,causing_injury,2023-01-01,12,2023
Sarawak,Marudi,assault,murder,2016-01-01,1,2016
Sarawak,Marudi,assault,murder,2017-01-01,0,2017
Sarawak,Marudi,assault,murder,2018-01-01,1,2018
Sarawak,Marudi,assault,murder,2019-01-01,2,2019
Sarawak,Marudi,assault,murder,2020-01-01,0,2020
Sarawak,Marudi,assault,murder,2021-01-01,2,2021
Sarawak,Marudi,assault,murder,2022-01-01,2,2022
Sarawak,Marudi,assault,murder,2023-01-01,1,2023
Sarawak,Marudi,assault,rape,2016-01-01,4,2016
Sarawak,Marudi,assault,rape,2017-01-01,4,2017
Sarawak,Marudi,assault,rape,2018-01-01,2,2018
Sarawak,Marudi,assault,rape,2019-01-01,6,2019
Sarawak,Marudi,assault,rape,2020-01-01,3,2020
Sarawak,Marudi,assault,rape,2021-01-01,5,2021
Sarawak,Marudi,assault,rape,2022-01-01,3,2022
Sarawak,Marudi,assault,rape,2023-01-01,4,2023
Sarawak,Marudi,assault,robbery_gang_armed,2016-01-01,0,2016
Sarawak,Marudi,assault,robbery_gang_armed,2017-01-01,0,2017
Sarawak,Marudi,assault,robbery_gang_armed,2018-01-01,0,2018
Sarawak,Marudi,assault,robbery_gang_armed,2019-01-01,0,2019
Sarawak,Marudi,assault,robbery_gang_armed,2020-01-01,0,2020
Sarawak,Marudi,assault,robbery_gang_armed,2021-01-01,0,2021
Sarawak,Marudi,assault,robbery_gang_armed,2022-01-01,0,2022
Sarawak,Marudi,assault,robbery_gang_armed,2023-01-01,1,2023
Sarawak,Marudi,assault,robbery_gang_unarmed,2016-01-01,1,2016
Sarawak,Marudi,assault,robbery_gang_unarmed,2017-01-01,1,2017
Sarawak,Marudi,assault,robbery_gang_unarmed,2018-01-01,1,2018
Sarawak,Marudi,assault,robbery_gang_unarmed,2019-01-01,0,2019
Sarawak,Marudi,assault,robbery_gang_unarmed,2020-01-01,0,2020
Sarawak,Marudi,assault,robbery_gang_unarmed,2021-01-01,0,2021
Sarawak,Marudi,assault,robbery_gang_unarmed,2022-01-01,0,2022
Sarawak,Marudi,assault,robbery_gang_unarmed,2023-01-01,0,2023
Sarawak,Marudi,assault,robbery_solo_armed,2016-01-01,0,2016
Sarawak,Marudi,assault,robbery_solo_armed,2017-01-01,0,2017
Sarawak,Marudi,assault,robbery_solo_armed,2018-01-01,0,2018
Sarawak,Marudi,assault,robbery_solo_armed,2019-01-01,0,2019
Sarawak,Marudi,assault,robbery_solo_armed,2020-01-01,0,2020
Sarawak,Marudi,assault,robbery_solo_armed,2021-01-01,0,2021
Sarawak,Marudi,assault,robbery_solo_armed,2022-01-01,0,2022
Sarawak,Marudi,assault,robbery_solo_armed,2023-01-01,0,2023
Sarawak,Marudi,assault,robbery_solo_unarmed,2016-01-01,0,2016
Sarawak,Marudi,assault,robbery_solo_unarmed,2017-01-01,0,2017
Sarawak,Marudi,assault,robbery_solo_unarmed,2018-01-01,0,2018
Sarawak,Marudi,assault,robbery_solo_unarmed,2019-01-01,1,2019
Sarawak,Marudi,assault,robbery_solo_unarmed,2020-01-01,1,2020
Sarawak,Marudi,assault,robbery_solo_unarmed,2021-01-01,0,2021
